Ugyfel_kod;Ugyfel_szegmens;Ugyfel_nev;Ugyfel_lakhely;Ugyfel_jovedelem;Ugyfel_netto_arbe;Ugyfel_minosites;Hitel_Szamlaszam;Hitel_devizanem_kod;Hitel_ind_datum;Hitel_lej_datum;hitel_egyenleg_osszeg;hitel_torlesztes_osszeg;hitel_thm;hitel_szerzodes_osszeg;fedezet_kod;fedezet_tipus;fedezet_osszeg;fedezet_devizanem;fedezet_ind_datum;fedezet_leja_datum
2197;L;Kovacs;Megyeszekhely;1200000;;4;12345678-12345678-00005013;EUR;2017. 05. 17.;2037. 05. 01.;7606890;56665,1;0,06;8000000;5354;BANK_GAR;4990000;HUF;2017. 05. 17.;
2197;L;Kovacs;Megyeszekhely;1200000;;4;12345678-12345678-00005013;EUR;2017. 05. 17.;2037. 05. 01.;7606890;56665,1;0,06;8000000;5355;BANK_GAR;500000;HUF;2017. 05. 17.;
9515;V;Szabo9515 Kft;Megyeszekhely;;10000000;2;12345678-12345678-00005016;HUF;2016. 08. 18.;2036. 08. 01.;4633400;35415,7;0,06;5000000;5356;INGATLAN;6000000;HUF;2016. 08. 18.;
9515;V;Szabo9515 Kft;Megyeszekhely;;10000000;2;12345678-12345678-00005016;HUF;2016. 08. 18.;2036. 08. 01.;4633400;35415,7;0,06;5000000;5357;ALL_GAR;500000;HUF;2016. 08. 18.;2036. 08. 01.
9515;V;Szabo9515 Kft;Megyeszekhely;;10000000;2;12345678-12345678-00005016;HUF;2016. 08. 18.;2036. 08. 01.;4633400;35415,7;0,06;5000000;5358;KEZESSEG;1300000;HUF;2016. 08. 18.;
7239;L;Kovacs;Megyeszekhely;1200000;;3;12345678-12345678-00005019;HUF;2016. 08. 17.;2036. 08. 01.;13900200;106247;0,06;15000000;5359;INGATLAN;18000000;HUF;2016. 08. 17.;
7239;L;Kovacs;Megyeszekhely;1200000;;3;12345678-12345678-00005019;HUF;2016. 08. 17.;2036. 08. 01.;13900200;106247;0,06;15000000;5360;ALL_GAR;1500000;HUF;2016. 08. 17.;2036. 08. 01.
8915;V;Kovacs8915 Kft;Megyeszekhely;;16000000;2;12345678-12345678-00005022;EUR;2018. 04. 10.;2038. 04. 01.;11688600;84818,8;0,06;12000000;5361;INGATLAN;14400000;EUR;2018. 04. 10.;
7764;V;Kovacs7764 Kft;Varos;;20000000;4;12345678-12345678-00005292;HUF;2018. 08. 22.;2038. 08. 01.;13789200;99163,9;0,06;14000000;5636;INGATLAN;16800000;HUF;2018. 08. 22.;
8915;V;Kovacs8915 Kft;Megyeszekhely;;16000000;2;12345678-12345678-00005022;EUR;2018. 04. 10.;2038. 04. 01.;11688600;84818,8;0,06;12000000;5363;LETET;1790000;HUF;2018. 04. 10.;2019. 04. 28.
8915;V;Kovacs8915 Kft;Megyeszekhely;;16000000;2;12345678-12345678-00005022;EUR;2018. 04. 10.;2038. 04. 01.;11688600;84818,8;0,06;12000000;5364;LETET;9800000;USD;2018. 04. 10.;2020. 11. 21.
8915;V;Kovacs8915 Kft;Megyeszekhely;;16000000;2;12345678-12345678-00005022;EUR;2018. 04. 10.;2038. 04. 01.;11688600;84818,8;0,06;12000000;5365;LETET;1940000;USD;2018. 04. 10.;2020. 05. 04.
8915;V;Kovacs8915 Kft;Megyeszekhely;;16000000;2;12345678-12345678-00005022;EUR;2018. 04. 10.;2038. 04. 01.;11688600;84818,8;0,06;12000000;5366;KEZESSEG;420000;HUF;2018. 04. 10.;
5527;V;Szabo5527 Kft;Budapest;;19000000;2;12345678-12345678-00005025;HUF;2018. 11. 10.;2038. 11. 01.;13851300;98955,3;0,06;14000000;5367;INGATLAN;16800000;HUF;2018. 11. 10.;
5527;V;Szabo5527 Kft;Budapest;;19000000;2;12345678-12345678-00005025;HUF;2018. 11. 10.;2038. 11. 01.;13851300;98955,3;0,06;14000000;5368;ALL_GAR;1400000;HUF;2018. 11. 10.;2038. 11. 01.
2784;L;Kovacs;Budapest;1900000;;3;12345678-12345678-00005037;HUF;2018. 07. 13.;2038. 07. 01.;8826160;63614,1;0,06;9000000;5373;INGATLAN;10800000;HUF;2018. 07. 13.;
2784;L;Kovacs;Budapest;1900000;;3;12345678-12345678-00005037;HUF;2018. 07. 13.;2038. 07. 01.;8826160;63614,1;0,06;9000000;5374;ALL_GAR;900000;HUF;2018. 07. 13.;2038. 07. 01.
2784;L;Kovacs;Budapest;1900000;;3;12345678-12345678-00005037;HUF;2018. 07. 13.;2038. 07. 01.;8826160;63614,1;0,06;9000000;5375;KEZESSEG;4060000;HUF;2018. 07. 13.;
2784;L;Kovacs;Budapest;1900000;;3;12345678-12345678-00005037;HUF;2018. 07. 13.;2038. 07. 01.;8826160;63614,1;0,06;9000000;5376;BANK_GAR;6640000;HUF;2018. 07. 13.;
2516;L;Kovacs;Budapest;1400000;;5;12345678-12345678-00005043;EUR;2018. 06. 30.;2038. 06. 01.;8824930;63748,2;0,06;9000000;5380;INGATLAN;10800000;EUR;2018. 06. 30.;
2516;L;Kovacs;Budapest;1400000;;5;12345678-12345678-00005043;EUR;2018. 06. 30.;2038. 06. 01.;8824930;63748,2;0,06;9000000;5381;ALL_GAR;900000;EUR;2018. 06. 30.;2038. 06. 01.
2516;L;Kovacs;Budapest;1400000;;5;12345678-12345678-00005043;EUR;2018. 06. 30.;2038. 06. 01.;8824930;63748,2;0,06;9000000;5382;BANK_GAR;2520000;HUF;2018. 06. 30.;
2516;L;Kovacs;Budapest;1400000;;5;12345678-12345678-00005043;EUR;2018. 06. 30.;2038. 06. 01.;8824930;63748,2;0,06;9000000;5383;LETET;3400000;HUF;2018. 06. 30.;2020. 04. 07.
1899;L;Szabo;Budapest;1600000;;5;12345678-12345678-00005055;HUF;2016. 11. 24.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5391;INGATLAN;10800000;HUF;2016. 11. 24.;
1899;L;Szabo;Budapest;1600000;;5;12345678-12345678-00005055;HUF;2016. 11. 24.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5392;ALL_GAR;900000;EUR;2016. 11. 24.;2036. 11. 01.
1899;L;Szabo;Budapest;1600000;;5;12345678-12345678-00005055;HUF;2016. 11. 24.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5393;KEZESSEG;6490000;HUF;2016. 11. 24.;
1899;L;Szabo;Budapest;1600000;;5;12345678-12345678-00005055;HUF;2016. 11. 24.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5394;BANK_GAR;8890000;HUF;2016. 11. 24.;
1899;L;Szabo;Budapest;1600000;;5;12345678-12345678-00005055;HUF;2016. 11. 24.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5395;BANK_GAR;6050000;HUF;2016. 11. 24.;
4096;V;Szabo4096 Kft;Budapest;;13000000;5;12345678-12345678-00005058;HUF;2016. 12. 28.;2036. 12. 01.;7511370;56665,1;0,06;8000000;5396;INGATLAN;9600000;HUF;2016. 12. 28.;
4096;V;Szabo4096 Kft;Budapest;;13000000;5;12345678-12345678-00005058;HUF;2016. 12. 28.;2036. 12. 01.;7511370;56665,1;0,06;8000000;5397;ALL_GAR;800000;HUF;2016. 12. 28.;2036. 12. 01.
4096;V;Szabo4096 Kft;Budapest;;13000000;5;12345678-12345678-00005058;HUF;2016. 12. 28.;2036. 12. 01.;7511370;56665,1;0,06;8000000;5398;LETET;7200000;HUF;2016. 12. 28.;2020. 12. 10.
9639;L;Kiss;Varos;1600000;;2;12345678-12345678-00005061;USD;2016. 12. 07.;2036. 12. 01.;4684730;35341,2;0,06;5000000;5399;INGATLAN;6000000;USD;2016. 12. 07.;
9639;L;Kiss;Varos;1600000;;2;12345678-12345678-00005061;USD;2016. 12. 07.;2036. 12. 01.;4684730;35341,2;0,06;5000000;5400;ALL_GAR;500000;USD;2016. 12. 07.;2036. 12. 01.
9639;L;Kiss;Varos;1600000;;2;12345678-12345678-00005061;USD;2016. 12. 07.;2036. 12. 01.;4684730;35341,2;0,06;5000000;5401;LETET;290000;HUF;2016. 12. 07.;2020. 02. 12.
3611;V;Kovacs3611 Kft;Budapest;;13000000;3;12345678-12345678-00005064;HUF;2018. 06. 15.;2038. 06. 01.;11741800;84818,8;0,06;12000000;5402;INGATLAN;14400000;HUF;2018. 06. 15.;
3611;V;Kovacs3611 Kft;Budapest;;13000000;3;12345678-12345678-00005064;HUF;2018. 06. 15.;2038. 06. 01.;11741800;84818,8;0,06;12000000;5403;ALL_GAR;1200000;HUF;2018. 06. 15.;2038. 06. 01.
4246;L;Kiss;Varos;1800000;;2;12345678-12345678-00005067;USD;2018. 06. 15.;2038. 06. 01.;4892420;35341,2;0,06;5000000;5404;INGATLAN;6000000;USD;2018. 06. 15.;
4246;L;Kiss;Varos;1800000;;2;12345678-12345678-00005067;USD;2018. 06. 15.;2038. 06. 01.;4892420;35341,2;0,06;5000000;5405;ALL_GAR;500000;USD;2018. 06. 15.;2038. 06. 01.
4246;L;Kiss;Varos;1800000;;2;12345678-12345678-00005067;USD;2018. 06. 15.;2038. 06. 01.;4892420;35341,2;0,06;5000000;5406;KEZESSEG;2550000;HUF;2018. 06. 15.;
4246;L;Kiss;Varos;1800000;;2;12345678-12345678-00005067;USD;2018. 06. 15.;2038. 06. 01.;4892420;35341,2;0,06;5000000;5407;KEZESSEG;4990000;HUF;2018. 06. 15.;
4246;L;Kiss;Varos;1800000;;2;12345678-12345678-00005067;USD;2018. 06. 15.;2038. 06. 01.;4892420;35341,2;0,06;5000000;5408;LETET;4480000;HUF;2018. 06. 15.;2019. 10. 21.
4246;L;Kiss;Varos;1800000;;2;12345678-12345678-00005067;USD;2018. 06. 15.;2038. 06. 01.;4892420;35341,2;0,06;5000000;5409;LETET;1580000;HUF;2018. 06. 15.;2021. 01. 17.
9046;L;Kovacs;Megyeszekhely;1300000;;3;12345678-12345678-00005073;HUF;2017. 05. 15.;2037. 05. 01.;6642030;49477,6;0,06;7000000;5411;INGATLAN;8400000;HUF;2017. 05. 15.;
9046;L;Kovacs;Megyeszekhely;1300000;;3;12345678-12345678-00005073;HUF;2017. 05. 15.;2037. 05. 01.;6642030;49477,6;0,06;7000000;5412;ALL_GAR;700000;HUF;2017. 05. 15.;2037. 05. 01.
9046;L;Kovacs;Megyeszekhely;1300000;;3;12345678-12345678-00005073;HUF;2017. 05. 15.;2037. 05. 01.;6642030;49477,6;0,06;7000000;5413;KEZESSEG;6440000;HUF;2017. 05. 15.;
9046;L;Kovacs;Megyeszekhely;1300000;;3;12345678-12345678-00005073;HUF;2017. 05. 15.;2037. 05. 01.;6642030;49477,6;0,06;7000000;5414;KEZESSEG;540000;HUF;2017. 05. 15.;
9046;L;Kovacs;Megyeszekhely;1300000;;3;12345678-12345678-00005073;HUF;2017. 05. 15.;2037. 05. 01.;6642030;49477,6;0,06;7000000;5415;KEZESSEG;3610000;HUF;2017. 05. 15.;
2188;V;Szabo2188 Kft;Budapest;;18000000;2;12345678-12345678-00005076;HUF;2017. 02. 12.;2037. 02. 01.;4708740;35341,2;0,06;5000000;5416;INGATLAN;6000000;HUF;2017. 02. 12.;
2188;V;Szabo2188 Kft;Budapest;;18000000;2;12345678-12345678-00005076;HUF;2017. 02. 12.;2037. 02. 01.;4708740;35341,2;0,06;5000000;5417;ALL_GAR;500000;HUF;2017. 02. 12.;2037. 02. 01.
2188;V;Szabo2188 Kft;Budapest;;18000000;2;12345678-12345678-00005076;HUF;2017. 02. 12.;2037. 02. 01.;4708740;35341,2;0,06;5000000;5418;KEZESSEG;350000;HUF;2017. 02. 12.;
7963;L;Kovacs;Megyeszekhely;1400000;;5;12345678-12345678-00005082;HUF;2019. 01. 22.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5422;INGATLAN;15600000;HUF;2019. 01. 22.;
7963;L;Kovacs;Megyeszekhely;1400000;;5;12345678-12345678-00005082;HUF;2019. 01. 22.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5423;ALL_GAR;1300000;HUF;2019. 01. 22.;2039. 01. 01.
7963;L;Kovacs;Megyeszekhely;1400000;;5;12345678-12345678-00005082;HUF;2019. 01. 22.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5424;BANK_GAR;5060000;HUF;2019. 01. 22.;
7963;L;Kovacs;Megyeszekhely;1400000;;5;12345678-12345678-00005082;HUF;2019. 01. 22.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5425;KEZESSEG;3360000;HUF;2019. 01. 22.;
7963;L;Kovacs;Megyeszekhely;1400000;;5;12345678-12345678-00005082;HUF;2019. 01. 22.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5426;KEZESSEG;4180000;EUR;2019. 01. 22.;
7963;L;Kovacs;Megyeszekhely;1400000;;5;12345678-12345678-00005082;HUF;2019. 01. 22.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5427;BANK_GAR;8310000;EUR;2019. 01. 22.;
538;V;Nagy538 Kft;Megyeszekhely;;19000000;2;12345678-12345678-00005088;HUF;2017. 05. 23.;2037. 05. 01.;9508620;70831,3;0,06;10000000;5431;INGATLAN;12000000;HUF;2017. 05. 23.;
538;V;Nagy538 Kft;Megyeszekhely;;19000000;2;12345678-12345678-00005088;HUF;2017. 05. 23.;2037. 05. 01.;9508620;70831,3;0,06;10000000;5432;ALL_GAR;1000000;HUF;2017. 05. 23.;2037. 05. 01.
9114;V;Kovacs9114 Kft;Egyeb;;18000000;3;12345678-12345678-00005091;HUF;2018. 09. 04.;2038. 09. 01.;10835600;77750,6;0,06;11000000;5433;INGATLAN;13200000;HUF;2018. 09. 04.;
9114;V;Kovacs9114 Kft;Egyeb;;18000000;3;12345678-12345678-00005091;HUF;2018. 09. 04.;2038. 09. 01.;10835600;77750,6;0,06;11000000;5434;ALL_GAR;1100000;HUF;2018. 09. 04.;2038. 09. 01.
545;L;Kovacs;Budapest;1200000;;5;12345678-12345678-00005094;USD;2019. 01. 21.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5435;INGATLAN;15600000;HUF;2019. 01. 21.;
545;L;Kovacs;Budapest;1200000;;5;12345678-12345678-00005094;USD;2019. 01. 21.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5436;ALL_GAR;1300000;HUF;2019. 01. 21.;2039. 01. 01.
545;L;Kovacs;Budapest;1200000;;5;12345678-12345678-00005094;USD;2019. 01. 21.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5437;KEZESSEG;5030000;HUF;2019. 01. 21.;
545;L;Kovacs;Budapest;1200000;;5;12345678-12345678-00005094;USD;2019. 01. 21.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5438;LETET;10270000;HUF;2019. 01. 21.;2020. 05. 14.
545;L;Kovacs;Budapest;1200000;;5;12345678-12345678-00005094;USD;2019. 01. 21.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5439;LETET;5830000;HUF;2019. 01. 21.;2020. 06. 08.
545;L;Kovacs;Budapest;1200000;;5;12345678-12345678-00005094;USD;2019. 01. 21.;2039. 01. 01.;12944800;92080,7;0,06;13000000;5440;KEZESSEG;11900000;HUF;2019. 01. 21.;
1749;V;Szabo1749 Kft;Budapest;;15000000;4;12345678-12345678-00005097;EUR;2018. 03. 30.;2038. 03. 01.;11686400;84997,6;0,06;12000000;5441;INGATLAN;14400000;EUR;2018. 03. 30.;
1749;V;Szabo1749 Kft;Budapest;;15000000;4;12345678-12345678-00005097;EUR;2018. 03. 30.;2038. 03. 01.;11686400;84997,6;0,06;12000000;5442;ALL_GAR;1200000;HUF;2018. 03. 30.;2038. 03. 01.
1749;V;Szabo1749 Kft;Budapest;;15000000;4;12345678-12345678-00005097;EUR;2018. 03. 30.;2038. 03. 01.;11686400;84997,6;0,06;12000000;5443;BANK_GAR;9350000;HUF;2018. 03. 30.;
1749;V;Szabo1749 Kft;Budapest;;15000000;4;12345678-12345678-00005097;EUR;2018. 03. 30.;2038. 03. 01.;11686400;84997,6;0,06;12000000;5444;LETET;5630000;HUF;2018. 03. 30.;2019. 06. 06.
1749;V;Szabo1749 Kft;Budapest;;15000000;4;12345678-12345678-00005097;EUR;2018. 03. 30.;2038. 03. 01.;11686400;84997,6;0,06;12000000;5445;KEZESSEG;2890000;HUF;2018. 03. 30.;
1749;V;Szabo1749 Kft;Budapest;;15000000;4;12345678-12345678-00005097;EUR;2018. 03. 30.;2038. 03. 01.;11686400;84997,6;0,06;12000000;5446;LETET;3440000;HUF;2018. 03. 30.;2020. 02. 04.
9521;L;Kovacs;Megyeszekhely;1700000;;5;12345678-12345678-00005100;EUR;2018. 02. 20.;2038. 02. 01.;12631000;92080,7;0,06;13000000;5447;INGATLAN;15600000;EUR;2018. 02. 20.;
9521;L;Kovacs;Megyeszekhely;1700000;;5;12345678-12345678-00005100;EUR;2018. 02. 20.;2038. 02. 01.;12631000;92080,7;0,06;13000000;5448;ALL_GAR;1300000;EUR;2018. 02. 20.;2038. 02. 01.
9521;L;Kovacs;Megyeszekhely;1700000;;5;12345678-12345678-00005100;EUR;2018. 02. 20.;2038. 02. 01.;12631000;92080,7;0,06;13000000;5449;KEZESSEG;3170000;HUF;2018. 02. 20.;
6862;V;Kiss6862 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00005103;EUR;2018. 03. 03.;2038. 03. 01.;14577300;106024;0,06;15000000;5450;INGATLAN;18000000;EUR;2018. 03. 03.;
6862;V;Kiss6862 Kft;Megyeszekhely;;14000000;3;12345678-12345678-00005103;EUR;2018. 03. 03.;2038. 03. 01.;14577300;106024;0,06;15000000;5451;ALL_GAR;1500000;HUF;2018. 03. 03.;2038. 03. 01.
5243;V;Kovacs5243 Kft;Egyeb;;19000000;4;12345678-12345678-00005109;HUF;2016. 11. 22.;2036. 11. 01.;10301500;77914,5;0,06;11000000;5453;INGATLAN;13200000;HUF;2016. 11. 22.;
5243;V;Kovacs5243 Kft;Egyeb;;19000000;4;12345678-12345678-00005109;HUF;2016. 11. 22.;2036. 11. 01.;10301500;77914,5;0,06;11000000;5454;ALL_GAR;1100000;HUF;2016. 11. 22.;2036. 11. 01.
5243;V;Kovacs5243 Kft;Egyeb;;19000000;4;12345678-12345678-00005109;HUF;2016. 11. 22.;2036. 11. 01.;10301500;77914,5;0,06;11000000;5455;KEZESSEG;9480000;HUF;2016. 11. 22.;
5243;V;Kovacs5243 Kft;Egyeb;;19000000;4;12345678-12345678-00005109;HUF;2016. 11. 22.;2036. 11. 01.;10301500;77914,5;0,06;11000000;5456;KEZESSEG;8320000;HUF;2016. 11. 22.;
5243;V;Kovacs5243 Kft;Egyeb;;19000000;4;12345678-12345678-00005109;HUF;2016. 11. 22.;2036. 11. 01.;10301500;77914,5;0,06;11000000;5457;KEZESSEG;2520000;HUF;2016. 11. 22.;
3049;V;Kovacs3049 Kft;Egyeb;;13000000;5;12345678-12345678-00005115;EUR;2018. 06. 30.;2038. 06. 01.;4902740;35415,7;0,06;5000000;5459;INGATLAN;6000000;EUR;2018. 06. 30.;
3049;V;Kovacs3049 Kft;Egyeb;;13000000;5;12345678-12345678-00005115;EUR;2018. 06. 30.;2038. 06. 01.;4902740;35415,7;0,06;5000000;5460;ALL_GAR;500000;EUR;2018. 06. 30.;2038. 06. 01.
2275;L;Nagy;Egyeb;1600000;;3;12345678-12345678-00005118;USD;2018. 03. 25.;2038. 03. 01.;6817070;49581,9;0,06;7000000;5461;INGATLAN;8400000;HUF;2018. 03. 25.;
2275;L;Nagy;Egyeb;1600000;;3;12345678-12345678-00005118;USD;2018. 03. 25.;2038. 03. 01.;6817070;49581,9;0,06;7000000;5462;ALL_GAR;700000;HUF;2018. 03. 25.;2038. 03. 01.
2275;L;Nagy;Egyeb;1600000;;3;12345678-12345678-00005118;USD;2018. 03. 25.;2038. 03. 01.;6817070;49581,9;0,06;7000000;5463;LETET;2730000;HUF;2018. 03. 25.;2021. 04. 26.
6172;V;Nagy6172 Kft;Budapest;;17000000;2;12345678-12345678-00005124;HUF;2016. 11. 23.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5464;INGATLAN;10800000;HUF;2016. 11. 23.;
6172;V;Nagy6172 Kft;Budapest;;17000000;2;12345678-12345678-00005124;HUF;2016. 11. 23.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5465;ALL_GAR;900000;HUF;2016. 11. 23.;2036. 11. 01.
6172;V;Nagy6172 Kft;Budapest;;17000000;2;12345678-12345678-00005124;HUF;2016. 11. 23.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5466;BANK_GAR;1690000;HUF;2016. 11. 23.;
6172;V;Nagy6172 Kft;Budapest;;17000000;2;12345678-12345678-00005124;HUF;2016. 11. 23.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5467;KEZESSEG;8570000;HUF;2016. 11. 23.;
6172;V;Nagy6172 Kft;Budapest;;17000000;2;12345678-12345678-00005124;HUF;2016. 11. 23.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5468;BANK_GAR;6280000;HUF;2016. 11. 23.;
6172;V;Nagy6172 Kft;Budapest;;17000000;2;12345678-12345678-00005124;HUF;2016. 11. 23.;2036. 11. 01.;8428480;63748,2;0,06;9000000;5469;KEZESSEG;6080000;HUF;2016. 11. 23.;
4637;V;Szabo4637 Kft;Megyeszekhely;;13000000;3;12345678-12345678-00005127;USD;2017. 01. 24.;2037. 01. 01.;7530670;56665,1;0,06;8000000;5470;INGATLAN;9600000;HUF;2017. 01. 24.;
4637;V;Szabo4637 Kft;Megyeszekhely;;13000000;3;12345678-12345678-00005127;USD;2017. 01. 24.;2037. 01. 01.;7530670;56665,1;0,06;8000000;5471;ALL_GAR;800000;USD;2017. 01. 24.;2037. 01. 01.
4637;V;Szabo4637 Kft;Megyeszekhely;;13000000;3;12345678-12345678-00005127;USD;2017. 01. 24.;2037. 01. 01.;7530670;56665,1;0,06;8000000;5472;KEZESSEG;1440000;HUF;2017. 01. 24.;
4637;V;Szabo4637 Kft;Megyeszekhely;;13000000;3;12345678-12345678-00005127;USD;2017. 01. 24.;2037. 01. 01.;7530670;56665,1;0,06;8000000;5473;BANK_GAR;2030000;HUF;2017. 01. 24.;
4637;V;Szabo4637 Kft;Megyeszekhely;;13000000;3;12345678-12345678-00005127;USD;2017. 01. 24.;2037. 01. 01.;7530670;56665,1;0,06;8000000;5474;BANK_GAR;2510000;EUR;2017. 01. 24.;
4637;V;Szabo4637 Kft;Megyeszekhely;;13000000;3;12345678-12345678-00005127;USD;2017. 01. 24.;2037. 01. 01.;7530670;56665,1;0,06;8000000;5475;BANK_GAR;2140000;EUR;2017. 01. 24.;
654;V;Kovacs654 Kft;Budapest;;15000000;3;12345678-12345678-00005136;HUF;2017. 03. 26.;2037. 03. 01.;8515090;63748,2;0,06;9000000;5482;INGATLAN;10800000;HUF;2017. 03. 26.;
654;V;Kovacs654 Kft;Budapest;;15000000;3;12345678-12345678-00005136;HUF;2017. 03. 26.;2037. 03. 01.;8515090;63748,2;0,06;9000000;5483;ALL_GAR;900000;HUF;2017. 03. 26.;2037. 03. 01.
654;V;Kovacs654 Kft;Budapest;;15000000;3;12345678-12345678-00005136;HUF;2017. 03. 26.;2037. 03. 01.;8515090;63748,2;0,06;9000000;5484;KEZESSEG;2060000;HUF;2017. 03. 26.;
654;V;Kovacs654 Kft;Budapest;;15000000;3;12345678-12345678-00005136;HUF;2017. 03. 26.;2037. 03. 01.;8515090;63748,2;0,06;9000000;5485;LETET;6810000;HUF;2017. 03. 26.;2021. 09. 20.
654;V;Kovacs654 Kft;Budapest;;15000000;3;12345678-12345678-00005136;HUF;2017. 03. 26.;2037. 03. 01.;8515090;63748,2;0,06;9000000;5486;BANK_GAR;6830000;HUF;2017. 03. 26.;
654;V;Kovacs654 Kft;Budapest;;15000000;3;12345678-12345678-00005136;HUF;2017. 03. 26.;2037. 03. 01.;8515090;63748,2;0,06;9000000;5487;LETET;3220000;HUF;2017. 03. 26.;2020. 03. 10.
1837;L;Nagy;Budapest;1700000;;2;12345678-12345678-00005142;EUR;2017. 10. 05.;2037. 10. 01.;5762900;42409,4;0,06;6000000;5491;INGATLAN;7200000;EUR;2017. 10. 05.;
1837;L;Nagy;Budapest;1700000;;2;12345678-12345678-00005142;EUR;2017. 10. 05.;2037. 10. 01.;5762900;42409,4;0,06;6000000;5492;ALL_GAR;600000;EUR;2017. 10. 05.;2037. 10. 01.
1837;L;Nagy;Budapest;1700000;;2;12345678-12345678-00005142;EUR;2017. 10. 05.;2037. 10. 01.;5762900;42409,4;0,06;6000000;5493;BANK_GAR;1070000;HUF;2017. 10. 05.;
1837;L;Nagy;Budapest;1700000;;2;12345678-12345678-00005142;EUR;2017. 10. 05.;2037. 10. 01.;5762900;42409,4;0,06;6000000;5494;BANK_GAR;1710000;HUF;2017. 10. 05.;
1837;L;Nagy;Budapest;1700000;;2;12345678-12345678-00005142;EUR;2017. 10. 05.;2037. 10. 01.;5762900;42409,4;0,06;6000000;5495;KEZESSEG;3860000;HUF;2017. 10. 05.;
954;V;Szabo954 Kft;Egyeb;;12000000;2;12345678-12345678-00005148;HUF;2016. 08. 18.;2036. 08. 01.;9266800;70831,3;0,06;10000000;5496;INGATLAN;12000000;HUF;2016. 08. 18.;
954;V;Szabo954 Kft;Egyeb;;12000000;2;12345678-12345678-00005148;HUF;2016. 08. 18.;2036. 08. 01.;9266800;70831,3;0,06;10000000;5497;ALL_GAR;1000000;HUF;2016. 08. 18.;2036. 08. 01.
954;V;Szabo954 Kft;Egyeb;;12000000;2;12345678-12345678-00005148;HUF;2016. 08. 18.;2036. 08. 01.;9266800;70831,3;0,06;10000000;5498;KEZESSEG;9700000;HUF;2016. 08. 18.;
954;V;Szabo954 Kft;Egyeb;;12000000;2;12345678-12345678-00005148;HUF;2016. 08. 18.;2036. 08. 01.;9266800;70831,3;0,06;10000000;5499;BANK_GAR;6880000;HUF;2016. 08. 18.;
3700;L;Szabo;Budapest;1200000;;3;12345678-12345678-00005151;EUR;2017. 05. 21.;2037. 05. 01.;8557750;63748,2;0,06;9000000;5500;INGATLAN;10800000;EUR;2017. 05. 21.;
3700;L;Szabo;Budapest;1200000;;3;12345678-12345678-00005151;EUR;2017. 05. 21.;2037. 05. 01.;8557750;63748,2;0,06;9000000;5501;ALL_GAR;900000;EUR;2017. 05. 21.;2037. 05. 01.
4096;V;Szabo4096 Kft;Budapest;;13000000;5;12345678-12345678-00005160;EUR;2016. 08. 25.;2036. 08. 01.;10193500;77914,5;0,06;11000000;5505;INGATLAN;13200000;EUR;2016. 08. 25.;
4096;V;Szabo4096 Kft;Budapest;;13000000;5;12345678-12345678-00005160;EUR;2016. 08. 25.;2036. 08. 01.;10193500;77914,5;0,06;11000000;5506;ALL_GAR;1100000;HUF;2016. 08. 25.;2036. 08. 01.
4096;V;Szabo4096 Kft;Budapest;;13000000;5;12345678-12345678-00005160;EUR;2016. 08. 25.;2036. 08. 01.;10193500;77914,5;0,06;11000000;5507;KEZESSEG;6290000;HUF;2016. 08. 25.;
4096;V;Szabo4096 Kft;Budapest;;13000000;5;12345678-12345678-00005160;EUR;2016. 08. 25.;2036. 08. 01.;10193500;77914,5;0,06;11000000;5508;KEZESSEG;5530000;HUF;2016. 08. 25.;
2534;V;Szabo2534 Kft;Megyeszekhely;;20000000;3;12345678-12345678-00005163;HUF;2017. 08. 04.;2037. 08. 01.;9558690;70682,3;0,06;10000000;5509;INGATLAN;12000000;HUF;2017. 08. 04.;
2534;V;Szabo2534 Kft;Megyeszekhely;;20000000;3;12345678-12345678-00005163;HUF;2017. 08. 04.;2037. 08. 01.;9558690;70682,3;0,06;10000000;5510;ALL_GAR;1000000;HUF;2017. 08. 04.;2037. 08. 01.
2534;V;Szabo2534 Kft;Megyeszekhely;;20000000;3;12345678-12345678-00005163;HUF;2017. 08. 04.;2037. 08. 01.;9558690;70682,3;0,06;10000000;5511;KEZESSEG;3140000;HUF;2017. 08. 04.;
